Id,Tweet,Target,Severity
6344,abe bhosdiii valo tumare allah se to jyda takatvar eblish hai,R,H
7110,matlab india me kuch bhi hoga uska jimmedaar musalman hai government ki koi galati nh hai ,N/A,N/A
5785,beta we have a solid base to sat about because ye wahi he jinhone ek program chalaya tha k rs k note me ngc he yani nano gps chip ab bolna nahi k ye in logone bola hi ni tha kabhi,N/A,N/A
7534,quint vaalo itna besharm kese ho skte hotum logo ko sharm ni aati apne aap ko journalists kehne mesahi baat hai gaali sun sun k chamri moti ho gyi hai,O,L
7962,in sab se sirf bjp ko fayda hai aur kise ko nhi ,N/A,N/A
4630,ye gaaliyan koi jhooth se bndha fake hindu de rha hai farmers protest diljit ke enter hone se pehle se chalu haiii,R,L
1138,ab koi yeh nahi likhega ki bjp atanki paal rahi hai jaise jamaat ke liye godi midea ne likha ki tabligi jamaat corona paal rahi hai,O,H
2768,acharya ji pareshani ye hai ki sharabi jamaat apne aap mein hi ek alag kaum hai jismen hindumuslim sikh christian ka koi bhedbhav nahi haisabhi peete haihaan par sarkar ko bilkul sharaabijamaat ke khilaf sakht karyawahi karni ch,R,H
5370,hindenburg ek adani ji pe hi bharosa tha wo bhi nahi raha ab unstoppable archana,N/A,N/A
5056,dear srkians pelo inko koi tension mat lo inhone aryan gauri ko nae choda pathaan se pehle boycott gang k talve chaat diye songs ko porn or chapri keh diya fir credit lene aa gaye hum inke ghatiya kodi k song ko troll na kare kya,O,M
943,corona sirf jamaat walo se failata hai ye medea sabit karne ke liye hai bjp wale kuch bhi kare kuch nahi hoga,O,M
7453,aisa to brijbhusan ne bhi vinesh phogat ko nahi zakda hoga apni banho me,N/A,N/A
3936,saale hinjde bana rahe hain hindusunderattack,O,L
2385,tableegi jamaat se pehle kya corona pandemic free thaa hamaara desh kanika kapoor corona kapoor bani tabhi tum andhbhakto ne kabhi kisi hamaare samaaj ke logo se suna ye kehte huye kaha ke ye hindu coronabataao,O,H
116,kutte  kamaya kaha se thaa china  ke corona virus  se bura virus hai tu,I,L
5595,madamji kam se kam iss channel par ye mat bolana ki ke note me nano gps chip lagi hai nahi to yaha se bhi transfer ho jayegawaise uss news ke baad aaj tak par sirf chitraji aur anjanaji hi jyada dikhayi dene lagi,N/A,N/A
7955,janch kr karwai kre  mamla gambhir hai ,N/A,N/A
3120,in ndtv bsdk waalon se pooncho ki jab bkl caa ka anshan kar rahe they tab corono ke failney ka dar nahi tha jab haramkhor tablighi masjid mein chupe baithe aur covid they tab corona nahi tha aur abhi bakrid pe jab masjido,R,H
4259,fact check kar iska,N/A,N/A
4417,fake farmers k fake protest mai maar kaat sach mai ho rhe hai,O,L
7710,mai bhi tamil nadu me hoon abhi but me odisha ki hun,N/A,N/A
2820,inke liye jamaat ka matlab musalman hi hai yeh apne ko unka hi part samjhtey hainagar aisa na hota toh yeh blindly unka sath na dete yeh log utne hi zimevar hain corona virus ko failane ke liye jitne ki jamati yeh unkon puri sheh de rah,R,H
3823,tujhe kis chutiye ne kaha ki india mein protest khalistan ke liye hai bhosdi wale yeh protest farmers bill ke khillaf hai istandwithfarmerschallenge,O,H
6663,i want to ask didi bhagwa love trap ye kab shuru hua,N/A,N/A
6416,muh dekh ke pta chl rha islam ,N/A,N/A
3803,ha sabko pata hai kisan hindustan haipar kisan kabhi road block nahi karta hai khalistan ke naare nahi lagata hai i am also support farmers but i never support they protest on road,N/A,N/A
3537,achha beta khalistan murdabad anti national slogan nahi hai ye zeher nai to aur kya hai sahi me poori ki poori kaum ka beda gark kar diya hai farmer protests ne get well soon bro baki ab koi ijjat nahi rahi sik,R,M
3826,lakin ek ya do aadmi ke liye jo khalistan support kar rahey hai to tum log open kyu nahi boltey we dont want khalistan and we are against it agar aap log nahi bologey openly to normal public ye hi sochi,N/A,N/A
6030,mera lavda islam ko izzat de bc ,R,H
1947,inke dimag ko corona ne dara diya janta ki ekta dekhkar inki jibh bhi kuchh nahi bol rahi ab time he inko jamaat ke paas jana chahiye unhe samjhane jisse kuchh to bhala kar sake insaniyat ka,O,L
4948,hello pathaan ke upar bahut hua kaamabhi jawan ka boycott jaldi se shuru karo ab ki baar cr par pahunchana hai doosri taraf divert nahi honasirf jawaan ke poora focus chahiye daystogo shidda,O,L
3489,ji ko kyon nahi bolte kapil ji wo kya sirf elections ka analysis karne ke liye hain kiske under aati hain shaheen bagh protests aur dilli dango ke baad aap logo se hume koi umeed nahi hain aap log sirf triptikar,I,L
1611,all we know that agar tablighi naa hoti toh aaj desh me corona khatm ho chuka hota pehli chingari tablighi ne lagai fir corona aag ke tarha faila                         ,O,M
6217,boori me lipti hue islam ki khubsurti bata rahi hai ,R,M
2195,kaun se log corona k marij hain mujhe nhi pta lekin guess yahi kar sakta hu k mostly muslims hain kyuki unka link jamaat wale kisi se tha jisse unhe hua aur fir aage unki family ko,R,H
5248,are uncle ye twitter k tar bhi khol chuka hai hindenburg aapke adani chacha se pahle or company k tar khol chuka hai,N/A,N/A
558,china aaur pakistan ki dogali chaal hain corona virus ke bharat aaur china ka yuddh bharat pakistan yuddh ka jo yuddh hua hainushakey har ka intkam le rahahain chinacorona virus jaishey fayank biemariey ko purey ve,N/A,N/A
5286,savarkar smjha kya bhagoda hai mai,I,L
1208,hindu logo ne hamare veero k liye taali bajayi aur single source wale jamaat ki aad mein corona le aayi,O,M
6846,mere ram ko jarurt nhi tum jayse do kodi ke logo ki brhindu paida hote hai tum jayse jabran love jihad nhi karte  dharm parivartan tum jayse mullo ka kaam hai jo subah bahan kahlati ho aur raat me bewi ,R,M
5552,nano gps chip,N/A,N/A
1511,corona bhi tablighi ne hi failaye thedoctors pe thookna nurse ke samne pant utaarna ye bhi bol de sharam rakh kuch toh,O,M
3830,farmers protest me khalistan kaise aa gya tm log ch bna rhe desh ko aur kahi farmers n hai desh me up maharashtra bihar bengal andhra tamil ye sala sare kisan punjab me hi hai khalistani nara lga rhe jo vo kisan hain,N/A,N/A
3733,farmer protest ko khalistan bolne walo isse bhi dekh lo,N/A,N/A
7438,aur jab log violence pe utar aayenge tb sarkar kahe gi ki inhe shanti se baat karni chahiye thi mere desh aage badh raha hai ,N/A,N/A
3212,aap bas desh ki nakamiyo ko chupawo dalalo tabligi jamaat jo india me aayi thi unko passport kon deta jab india me corona aaya tha tab airport pe cheking nahi kar sakti thi kya sarkar dalal patrakaro tum bas bjp,N/A,N/A
3631,aap ne hi to humesa dangaiyon ka samarthan kiya hai chahe wo saheen baag ho ya farmers protest ke naam par khalistan,I,L
7095,duniya k sare namune idhar hi hain ,N/A,N/A
5471,are are ye kya hua no se par aa gaye adani ji kahawat hai ki naadan ki dosti jee ka janjal ab zigri dost aur unke sahyogi bhi chup aapke favour me kuch nahi bol rahe ye dunia gol hai saheb ke sakha lekin kya hua aap to hindenburg ke khilaf court jaa rahe thefuss,I,L
267,china ka atyachar apne charam seema per pahunch gaya hai corona virus sabko pareshan kar diya vah chhut ka sahara lekar sabko dhokha de raha hai apna dadagiri sab ke upar chopra hai jo theek nahin hai sabhi milkar use sabak sikhayen yah sahi mauka hai,O,L
1141,corona na ho gaya chess ka game ho gaya h har taraf se maat dene ki tayari chal rahi h immigrants tablighi jamaat bhukhmari,O,M
3163,abe tu apna secularism proof krne ke liye jakar un tablighi walo se gale mil leya jin jin masjid ko hotspot declare kiya gya hai corona ka jha positive muslim chupe hue the bhagode sab wha jakar,R,L
5690,sudhir bhai aap apna khayal rakhe aap ko kuch ho jayega toh humlogon ko fake news note nano gps chip or hindu muslim sab kaun sunayga or tihar bhi toh jaana hai,N/A,N/A
7349,aur kro bjp bjp desh ko barbad karke rakh diye salo ne,O,L
1910,godi mediacorona faila nahi rahi jamat faila rahi hai aur zee news ne mistake man k sahi bhi kar liyato chamcho k ustad ye batao ki tabligi jamaat me ye virus failaya kyu,O,H
6145,aank bhi dhak leti kuch log aanko pe bhi nazar daalte hai,N/A,N/A
6827,time namaj padte ho fir bhi saitan aajata hai ,N/A,N/A
657,jamaat ko famous karne ke liye corona ko bhi shukriya,O,M
5670,jab ke note me nano gps chip khoj sakata hai to ye kya hai,N/A,N/A
5142,abey tujhe kya lagta hai tujh jaison se kartik darta hai kyakya ukhaad lega tutu kya g marega outsider h g fadh mehnat karke idhar aya hai aur jal kartik se uska hi faida hai boycott walon ne pathaan hit karaditujh,O,H
999,tablighi jamation ke baare me bhi kuchh boliye aur unke baare me jo corona warriors pr attack kr rhe,O,L
6084,bhosdeewale andhbhakt ,R,M
2835,arey chacha iska karan congress ke daamad tablighi jamaat wale hai jinka naam lene me tum logon ki fatati h pata h kitne tabligi corona ka ilaaj le rahe hain soniya se kaho karaye ilaaj bjp wale toh sarkaar banane me vyast h dogl,O,M
7213,in communal logon ko pata hai ki bjp ki sarkar aur           par koi kaanoni karwai      karegi warna inki himmat nahin ki munh     lain,I,L
1238,ae tablighi jamaat nahi hai isi liye ye corona nahi faila rahe hai tablighi jamaat hoti to abhi tak sabhi jail me hote,O,M
7355,same on you bhajpa ,O,L
5200,ye lo ab bhakt log khans ki dalali bhi karne lage abe chuye aur kitna zaleel hoga pathaan ka boc dekh aur chullu bhar pani me doob ja boycott ke naam pe dhabba hai tere jaise kutte ke bhokne se ghanta farak nahi padha il boycottpathaan boycottpathaanil please meri baat manlo,O,M
6116,inki maaka bhosda acha kalti marne ka nuska poore chutiya kaam karlo aur sheytan ko jimmedar tehralo,I,L
2187,ha tera tablighi jamaat corona spread krne ke bad plasma donate krke logo ko bachane aaya tha na maa chud jaye par akar na jaye zabardasti mera baap mahan mera baap mahan chahte kitti ke sath gand marakar aaya ho lawda,O,H
1135,jignesh corona ka curve flat kyu nai ho rha tablighi jamaat ke baare me kuch bolo ya gamd pahti haibolne se,O,M
1304,muslim mahilaaye aage aaye bahishkaar krde muslim loundo ka ki nikaha nahi karegi uss jamaat se jo bhi culprits hai corona failane k,R,H
1628,abe to ghar me baith ke kar le na jo karna h khud to maroge hi corona se oro ko bhi maroge vaise hi tabligi jamaat ne kafi faila diya staysafe stay home,O,L
5163,ladies and gentleman boycottpathaan pathan fail hone ke baad pesh hai adani superhit hai,I,L
1523,mam aap par abhi man hai jo aap logo ki wajah se puri tablighi jamat ko badnam nahi kar rahe ho thanks mam aap corona yoddha ho aap ke saath hai ham,N/A,N/A
359,bhai do hi type ka log hai ak jo arab ko support karta hai dusra leftist jo china ko support karta unko agar bol do ya corona virus nahi chinese virus hai to wo pagal ho jata hai,N/A,N/A
139,ye madarchod china ki sajish ho sakti hai corona virus wale chinese army ko humare army se chipka rahe hai taki humare army bimar pad jaye chinamadarchod chinesevirus boycottchina,N/A,N/A
300,modi ji china ne hi corona virus ko bahut badi sazish ke tahad leak kya hai china ne duniya ko maut ki bhatti mein jhonk diya phir bhi iss saitaan ki hawaniyat ko sabhi desh khamoshi se kyun sahan kar rahe hai,O,M
1557,bulkul sahi faisla lia hai guj sarkar nefake secularism ke liye sachai se muh nahi chhupa sakteaaj hindustan mein corona ka keher tablighi walo ki wajah se hi hua hai,O,M
383,india men gujratgujrat men ahmedabad indore aur yogi ki agra hi corona virus ke gadh kyun bane kya trump ke aane se jaise china men american navy jane ke baad,N/A,N/A
5539,ye news waisi hi hai jaise ke note me chip sorry nano chip jo signal chodti hai sidhe gps se pta chal jata hai kala dhan kha hai,N/A,N/A
6855,waham me jee rhe ho ki aap se suprime koi nhi     hahahaha,N/A,N/A
6369,ye sar pe chadi pahn kar kon aai hai youtube pe,N/A,N/A
5816,nano gps chip,N/A,N/A
4695,abey paise bhi to wapas kar namakharam extremists fakefarmersprotest,I,L
6473,kya chutiya pa hai saitan allah say powerful hai ,N/A,N/A
5521,is double standard ke pattalkar se to mts ka exam bhi nahi nikal payega aur ye youth ko chala hai skills ka gyan dene ye to wahi skilled pattalkar hai na jo kahta tha ki ke note me ngcnano gps ch,N/A,N/A
7895,manish fake ,N/A,N/A
2722,andh bhakt kisi deshdrohi se kam toh nahi hy bhai desh me dahshat nafrat faila rahe hy gharib sabji wale musalmano ka boycott kiya jaa rha hy or wahi tablighi jamat ke log plazma donate karke ke desh ko corona se bachaane ka kaam kar rhe hy,N/A,N/A
1933,corona ve log tablighi zamaat ke hai ya in ke contacts me aane waale log hai,O,M
6247,islam me ijjat hai ,N/A,N/A
7192,bjp ne logo k dimag me kitna zahar bhar diya h ,O,L
7235,maro bc ek ek ko dhud dund ke,R,H
4164,rape and killed by muslims hindusunderattack ab to congress ke liye bahut badi duvidha ho gyi dalit ko support kare ya muslim ko bachaaye,O,L
7567,pakistan be like bas karo yaar mujhe akela chodo,N/A,N/A
3808,m bolta hoon sach ko sach kaho farmer protest ko khalistan se jodne ki kya jarurat,N/A,N/A
6838,            brbr            ,N/A,N/A
4598,,N/A,N/A
4155,mandir muh kabar yeah toh galat baat hai kadi karywahi k zarurat hai video muh dharmik bhavna la aahat kare k mun dikhat hai muslim samaj dwara culturalappropriation hindusunderattack d m awasthi ips,R,M
4173,to pappu maharaj ye ni bata rhe ha is bhaichaara kaa chaara hindu aur bhai muslims ha hindusunderattack hinduphobicbollywood,I,M
797,tablighi jamaat ke logon ko keval goli maar deni chahie corona control ho jaega,O,H
2417,yogi ji shi bol rhe h corona ko tumhre tablighi jamaat n spread kiya government ko goli maar deni chaiye thi aise chuit,O,H
786,tablighijamaat ka naam ab corona jamaat kar dena chahiye covidindia chinesewuhanvirus,O,M
3159,abe gadhe laden ko mare hue saal hone ko aayetablighi jamaat ke matter me roj court sarkar police aur media ko hadka raha haicorona se phle maulana saad ko jyada log jante bhi nhi thecourt bol chuka h maulan,I,L
124,maine to boycott tabhi kar diya tha jab corona virus pata chala ki china ka hai aatmnirbharbharat chinagetout boycottchineseproduct,O,L
2173,inn madarchod logo ke liye ek hi kaamna hai meri bhale liberal jamaat gaand me ghus jaaye mere lekin bhagwan kare ki inn sab madarchod ko corona ho jaye aur kutte ki maut mare ye madarchod,O,H
5783,rt mkashifarsalan nanogpschip,N/A,N/A
5734,tu to ussamay bhi trp top bata raha tha jab tu ne rs ke note mein gps nano chip dhund ke nikala tha,N/A,N/A
4341,rajdeep fake news peddlers hai farmers protest me bhi fake new de thi gujarat riots me bhi fake reporting ker ke modi ko badnam kerne se is traitor ko padma award mila agenda wahi hai muslims ko innocent hindus ko culprit kaise batana h,R,L
911,modijicrushtablighivirus police is doing dharam ka kaam maar maar kar corona bhair nikal rahe hain,O,H
2310,jamaat pe india ke kitne states me corona failaya batao zara fir bhi unhe kuch na kahe waah bhai waah kitna bhi samjhao par tumhe logic samaj aayega nahi sorry meine samjhane ki koshish ki,O,M
7487,faltu video mat banao ,N/A,N/A
3635,delhipolicelathbajao khalistan ab bht ho gya inka farmer protest sardaro ki ijjat jo thi ab vo kam ho gyi h har dharam k logo ne khoon bahaya h iska ye matlb nai h jatate rho bht ho gya inka drama ab uthao lath aur bajao in sb sardaro k jo protest k nam pe danga kr rhe h,R,M
1258,sahi kaha apne maam aj tablighi jamaat ke bhaijaan ne thoda bhi socha hota to aj india corona ko hara chuka hota great spirit,O,M
1179,na to jamaat mein gaya na markaz kaise ho sakta hai corona report negative ayegitu pareshan na,O,H
3651,farmer protest me farmers ko support karne wale naare nai lag rhe idhar naare lag rhe hai to sirf khalistan ke or modi ko maarne wale,O,M
443,fir to aap log ye bhi keh sakte ho ke virus china ke wuhan se nahi delhi se wo bhi nizamuddin markaz se fela h achha ye batao markaz me jamati kab ikattha huye the or usse p,N/A,N/A
6141,haddd ho gyi bhenchod ,I,L
1400,abe o fools ke sardar tablighi incident se pahle hi corona india me aa gaya tha tumhare pitaao ne ise laya tha europe se,O,H
1458,aapko pata nahi vah sab jamaat wale the sabi jamaat mein shamil hue the aur rath mai sath nikal kar corona faila rahe the aap sabko pata nahin,O,M
4938,bhot boycott pathaan me sath diya tha aur aryan ke waqt bhi kiya tha negativeity ab karma milra hai,N/A,N/A
1055,kitne besharm ho sachin pilot satyendra jain bhi kehta hy tablighi jamat ne corona failaya,O,M
3276,fikr e maududi ya qazi hussain ke waris aap log kahan sy aa gaiye dosra jamaat democratic party hr bnda aik karkun sa leader bnta ha bhai log phir mushkil waqt main kahein nazr nahi aaty ja,N/A,N/A
6143,isko jarur halala m maja ata hoga ,I,L
3700,bro ye mana ki farmers protest sahi hai but ye bhi kehna galat nhi hai ki farmers protest ke wajah se bohot se log khalistan ka propoganda spread kr rhe hai ab ye mat bolna ki maine kahi esa kuch dekha nhi,I,L
3760,itni desh bhakti hai to in logon ko kuch kyun nahi kaha jo bhi drawale aur khalistan ke support mein farmer protest mein aaye hain whats your view on khalstani terrorists,N/A,N/A
930,aur milo gale chup chap tablighi saad se corona ho kar rahega,O,M
5671,aur tumhara gps nano chip wala ka note aaya nahi abhi tak dalle hawwwwwww,I,L
1830,assalamualaikum aap india ki sarlar se kuch kehte kyun nhi hai kabhi azaan band kabhi tabliki jamaat ne corona pehlaya hai yahan per bahut hindu muslim ho rahi hai,R,H
6783,kerala story dekhi nahi ,N/A,N/A
4222,ek ladka shahrukh he muslim hai jisko apni gand dhoni nahi aati woh ek bechari ankita naam ki ladki ko petrol dal kar jala deta hai aur prashashan dekhta hai aur to aur hindu community bhi kuch karti nahi hai kuch karo maro sale ko ankitasingh hindusunderattack,O,H
7334,pls give justice ,N/A,N/A
6443,muslims khud ek shaitan hainn  ,R,H
5319,america ke hidenburg report ke karan adani ke peeche ho yaa jija ji kakuch khas munafa nahin ho raha jo bhi ho hindenburg kya kisi ko certificate dega whan ke bank doob gaye tab so rahe the kya congress propaganda band karo,I,L
2012,kahan gye tabligi jamaat our musalman ko corona aatankwad kahte the corona aatankwad kahne wale kom ko allah hedayat de our sachche raste le aaye ameen dekhne ke liye blue line pe click kre,N/A,N/A
6072,mohammad sahab ke charitra or quran par ek movie banani chahie kya sab yahi chahte hain,R,H
5449,adani ji hindenburg report ak hamla hai bharat pr bharat mata ki jay kya bachkani bat krte ho itte bde business man hoke rd se th aise hi aa gye chutia nhi to,I,L
7668,tamilnadu ko communist dmk puri tarah hindu aur hindi birudde bana diya hai braur bihar ko cutia netaw barbad kor diyabrbharat mata ki jai ,O,L
2607,jis tarah tum ko nafrat phailane ki ijaazat de rakhi jai bjp sarkar ne waise ji devgoda family ko corona phailane ki ijaazat de di hai bjp ne corona phailega tab na jamaat ko badnaam kar ke modi ji ko hindu vote dila sakoge tum lo,O,M
3265,modi g jo itne yaatri bahar se lekar aaye the india unme se kisi ko corona nahi tha jo singer bahar se aayi thi jiske sath log maze se party mana rahe the wo jamaat ki th,N/A,N/A
6054,bhagva love trap brhum muslim name rakhke muslim ladkiya nahi patate bkldi,I,L
5322,adani ki janch ko lekar ahsa lag raha hai ne bhi reshwat khai hai isliy koi action nahi liya hai abhi tak janch agencyo nahi isliy shak hone laga hai adanihindenburg,O,L
7,unhone jo report publish kiya tha usme likha tha ki may be corona virus india m aane vale meatamp products ki vahaj se ho kyoki china india se meat import krta h unhone tho ye bhi bola h ki ye ho skta h wild animals se nikla ho,N/A,N/A
2981,ek admi agar bike par jruri kaam k liye ja rha ho to use dande mare jate hai magar jo namaz k naam par jamaat k naam par or police doctor nurse se etna ganda krte hai unko kiyo worning de k chhorha jata hai jo corona fela,O,M
3362,shaheen bagh tabhleeghi kisan andolan k flag,R,L
1944,wo sare pakistan ne bheje the ya kisi tableeghi jamaat ke corona effected the ye godi media poochh ke khabar chalayegi ya bechare hindu phans gaye the aur sarkar ki andekhi ke karan bhookhe pyase mar rahe the,O,H
6073,arrey bibibas aur kitna jhooth bologi islam k baare maiaurtein to waise bhi kheti hai islam mai jaise chahe jotosamjh rahe ho na gadhe kuttey k barabar hai aurat ka darza qki gadhe kuttey k alwa agar aurat bhi samne guzar jaaye to namaz toot jaati haibritna sach kaafi hai ya uar bataye,R,M
7361,ye wrestlers h inko khud saram nhee h beech sadak pe bhutiya khel dikha rhe h udhar virat trophy k liye ready kar rha team ko ,I,L
6767,jay sia ram brbrkoi kisi se alag nhi hain ak hain ,N/A,N/A
6150,hutri penguin,R,M
5134,ralease pehle boycott gang ki jal rahi thi na ab phat rahi hai pathaan,O,L
7357,sahi hai bc ,I,L
3135,in charo per mukadma ho ye log aaj din se sirf jamaat ko hi dosh de rahe hain corona pandemic k liye,O,L
5418,kuch nhi hoga adani ko friend ki power bhut h adanihindenburg,N/A,N/A
2243,dalal media kaha hai yeh nhi dikhayegi phr jab corona positive honge log tab nikal kar ayegi aur connection hoga markaz tablighi jamaat seaur ye log social distancing ma bahen karte rahe toh kuch nahi,O,L
1475,sir g yeh wohi congressi chamche hain jo rss ko ban krne ke liye chillate the par corona failane wale tablighi jamat pe inke muh se awwaz na nikli,O,M
5944,ye kheti bari karne wali hai,N/A,N/A
1890,duniya bhar me sirf corona virus se lad rha yahan to jihadi tablighi jamat corona virus failane wale thukne wala pathar marne wale se bhi fight kar rha h,O,M
3436,shaheen bagh aur krishi kanoon protest pe,N/A,N/A
4986,pathaan pathaancrworldwide boycottpathaan,N/A,N/A
3706,kyun bole yeh anti khalistan protest hsi jo woh khalistan ke khilaaf naare lagaye he is supporting farmers aur uske haq mein naare laga raha use common sense krishna ji,N/A,N/A
2022,tablighi jamaat ka hath tha india mai corona phelane mai ye baat humko media walon ne bataya ab koi batayega sharabiyon mein kitna bachaya hindustan ko,O,M
4021,aarti ko ulta kar diya ye parsi irani hindu dharma ka apmaan kar rahi hai hindusunderattack,R,L
6299,wah didi wah kya bat hai ,N/A,N/A
7071,earlier bquotmitti me mila denge quotb brnow bquot mitti me mila dia quotb brjai yogi baba ,I,L
6164,satya sanatan only ,N/A,N/A
2659,today every body is trolling modi ji why just because trump use bad words but nobody knows that bro ki india me corona itna hota hi nhi agar jamaat naa hoti ho aaj agar modi ji javaab nhi de paa rhe to uske reason bhi ye jamaati chutiye h aaj india kuch h to modi ki vajh se h,O,H
1131,humko malum hai corona ki haqukat par man bahlany ko aye jamaati thookna aacha hai tablighi gaalib,O,L
4833,haa aur chumtiye srkian pathaan ko saal purani film se compare karre hai bc multistar boycott gang ka support aur atp high hone se cr hogya to kya phir bhi tiger ke samne iski aukaat jht barabar hai,O,L
7243,govt kya kar rahi hai aise terrristz ko pakado n h them till the time we are cting as a soft state kuch nahi rukega,R,H
4914,pathaan ka boycott karne chale the khud ki gaand marwa ke aa gaye drishyam ko remake ka tag diya wo bhi chal gayi brahmastra ke time rk ko big beef guy kaha usne bhi dhoya bhul bhulaiya ke waqt kartik ko troll kara lekin usne bhi blockbuster nikal ke diya power of bollywood,N/A,N/A
4319,auranzab the father of isis is now poster boy for many peaceful in india,R,H
7803,aur jai bheem walo aur periyar ke chatne walo maza ayabrtamil ke log v toh tumlog ke tahar david hai aur bolte hai brahman videshi hai toh tumlog ko q maar rahe hai dalito ko brmaza aya aur ye bihar ka suwar sarkar bihar up jaisa kbhi nhi bn pyega,N/A,N/A
4145,aatankwadi hai ye logduniya me kahi bhi jao atankwad fela denge hindusunderattack,O,M
1237,aur tu wohi hai na jinki jamaat dost corona failane ke liye nurso ke samne pant utara tha kuch tho sharm karo bhai,O,M
7742,ye sacha he bihariyon ko nahin hindi bhasi ki bhi ko mara jaraha he or ye neta bolata kuchha nahin hua sarm se mar jana chahiye ,O,L
7186,wo bat alag hai masjid me hi bomb lga kar uda dete hain lekin itna bhi mat iljam lagana chahiye shanti ke dhrm valo pr,R,H
2283,jee modi jee janta to har kadam aap ke saath hai pr nivedan hai aap se ki tableiki ya kisi bhi aise jamaat ke uppar nsa se kam ki kaarrywahi na ho jinho ne corona failane aur desh ke arthik samajik ya har tarah ke nukshan me sahyog kiya ho,O,M
5434,mujhe adani group aur hindenburg ka sara mamla samne dikhta hai,I,L
7000,kya yaar itne badmas ho gaye ki ye bhi nahi sochte ki inke ye galat kamo se lakho ki jane bhi ja sakti hai aise logo ko to jel me gas silendar se related kam karbana chahiye ,N/A,N/A
4094,kapil ji ye ilake nahi adde bante ja rahe hai yeh sab ilake rashtra ke liye khatra hain in jahilon se nipatne ka sirf ek hi tarika hai inka sampurna bahishkar jan chetna ki jarurat hai hindusunderattack,O,L
4652,farmer with bhindranwale tattoo accha fake protest hai,I,L
6806,ghanta  bewakoof bana lo,N/A,N/A
387,kuch aisa he dekhne mein corona virus ye  be made in china wo bhi made in china he hai,N/A,N/A
1629,kyoki ji ne sab ko quarantine karwayakisi ke bare me kuch chhupaya nahi jese tablighi jamat ka corona sad ne corona felaya,O,L
3586,aise tum phir khalistan k logo ko alag kyu nai karte apne heard se kyu khalistan ka movement aur farmers protests ek saath chalra tum log deny karoge k khalistan kuch nai hai vo farmers hai blah blah but no ones g,O,M
2715,sar aapane jis tarah se corona ko control mein kiya uske liye aapka bahut bahut dhanyvad per kuchh muslim jamati n ise barbad karne mein bahut ham bhumika nibhai jisse pure desh ka naki hindu muslim samaj ka bhi nuksan hua hai kripya kar is,R,H
6831,islam or ijjat  sbse gatiya majhab terroristlove jihad pathar marnaser katnaaurto ko kheti smjna halala krna biwi rakhna suwar jase bache paida krna land jihad krna sbse gira hua allah h  tera mohmad to sal ka budda sal ki bache k sath raps krta h shame on islam ,R,H
5702,sahi kahaaise time me positive news hi chahiye bas dukh hota hai jab kabhi kabhi sudhir ji fake news bhi spread kar dete haijaise ki nano gps chip in notes isse unki credibility kam ho jati hai uss episode ke baad maine d,N/A,N/A
7002,saale aatankwaadi ,N/A,N/A
3190,corona aur tablighi bhi allah ki madd ke liye hi aaye hai taking jyada see jyada bande ko allah ke pass bhejneme aasani hogi kuch log feedayin bankar apni began bacche bhaijan ammi aabu khalaji ko allah,R,H
4306,supreme court ka advocate agar fake news spread karta hai to samanya public ka kya itnahi nhi fake photos lagakar petition dakhil ki thi isase height kya ho sakti,I,L
910,mla khareed jamaat m sahi rate nhi de paaye hoge to mla logon ne corona de diya sahab ko,O,M
6050,muslim family main paida hona gunah nahi hai parantu jab sochane samajhne ki akal aa jaaye toh bhi muslim hona murkhata hai brya koi majburi ,R,H
1867,corona bharat mai paida nahi huwa airport ke raste aya jiska matlab hai ke airport par corona ki screening nahi hui airport ki nakami ko tablighi jamat ke oopar dala ja raha hai,O,L
1843,taklu hua corona positive taklu konsi jamaat se aaya tha jo corona hogya ab chunav ki tarikhe aage badh jayegi jb tk ye thik nhi ho jata amitshah          motabhai,O,L
2498,corona phel bahut phle juka tha par bina test ke pata kaise chalega tablighi jamat ke logon ka test hua aap kinhe logon ka test karau jo tablighi jamat ke kabhi contact me na aye ho unme positive ke utni hogi jinte tablighi jam,O,M
6551,full support ex muslim,N/A,N/A
5191,pathaan cameo ki wajah se uthi hor kuch boycott ki wajah se,N/A,N/A
5941,wha didi waha ek bhi koi kes hi kya bta didi khai ki didi randi ki bachi tujhe bhji randi khana jana hi maderchod tu islam kabul karwaaegi mohomad ki dekh randi bz khai ka,I,M
4007,ko apne rajya ke logon se jyaada saththa pyaari hai in sabki baddua tumhe lagegi aur tumhe le doobegi hindusunderattack hindulivesmatter,I,M
2703,or patna delhi ke sabzi mandi mei jo hazaro logo ki bhid jama horahi hai usse kya corona virus nhi hogaor jitne v log us mandi mei hai kya wo sab log musalman ya tabliqi jamaat wale hi hai jara check karke bataya jaye social,R,L
6580,chushlam halalaghar h ,R,H
332,yeh toh china wali kahani ho gayi corona virus china ne diya aur usase bachne ka ppe kits bhi china hi supply kar raha hai lol,N/A,N/A
4699,just ans one thing as u said farmer protest is fake right kisaan union jab meeting krte he to kyu tumhare deshbhakt neta log bahar a k statement nahi dete fake protest k liye kyu wo bhi darte he kya,I,L
7617,jarur lakin ya bhi dekhna jrur bra href,N/A,N/A
