Id,Tweet,FAUX
3385,jath sharam ki waje se hi shaheen bagh huva delhi riot huva usko karne wala politician kon si party ka tha power ke liye ye bilkul psycho ho chuka hai pehle kuch kaam sahi me kar jhooti b,Fake-NonHate
7341,shame on bjp rapist kahi ke braur do bjp ko votes dekhte dekhte te poora desh apni yaar ambani ko bech dega,Fake-Hate
7657,tamil nadu me sirf rakshas rahte hai waha ke logo hindi bolna bhi nahi jaise ye log bharat se nahi ho dub ke mar jana chahiye,Fake-Hate
5297,modihaitomumkinhai modiadanibhaibhai adanisolidcomeback adanihindenburg adaniscam baar vote jo diya hai abhi nota,NonFake-NonHate
4734,kya hai tu farmers protests kr rhe hai tu covid ko roo rha jo hai bhi nhi fake report dene vllo kisaanmazdoorektazindabaad kisaanvirodhinarendramodi ripmodi,Fake-NonHate
3332,shaheen bagh ke dance ka video share kr ek baar,NonFake-NonHate
6543,allah hu akbar,NonFake-NonHate
6021,pyare behen tumhe sanatan dharme me wapas aane ka invitation rahatumko azadi re rahne ka mouka milega pengun banke ghumne nahi parengeaacha hindu larka dekhke tumari sadhi bhi karwa denge,NonFake-NonHate
7823,ground reporting kijiye tamilnadu jake sb yha bethe bethe bhok rhe ho tamilnadu khud jake koi dekho ek bar,NonFake-Hate
2097,arey tum bhakt nahi andhbhakt ho jamaat se atankwadi bhakt ka compare kidhar bhai bhakt hi sabse bada virus hai corona ka treatment hai par atankwadi bhakt ka nahi,Fake-NonHate
2004,wah re akhri chingari jaldi bhuj jaoge peacefully corona yaad hai desh ko maut k mooh may kisne bheja tablighi mulle dr pay kisne thuka bhool gaye sadhu ko maar diye sharam ho toh pi lo or mar jao,Fake-Hate
6588,hindu jisna apna naam bdl krr abdul rkha or muslim ladki sa pyarr kiya or uska tukra kiya brbhagwa love trap andhnamazi,Fake-NonHate
547,corona virus koai natural nhi hai china ne spraid kra hai,NonFake-Hate
1450,abhi tak koi patrakaar corona marij nahin hua ems mein dava nahin hai narson ke liye safety tik nahin hai yah chali hai jamaat me corona nikalna,Fake-Hate
5549,aur aapne hazar ki note me gps technology aur nano chip ka zikr kitni baar kiya tha hadd ho gai ye news hai bhala,NonFake-NonHate
2611,nizamuddin me log the tablewgi jamaat aur corona ke jimmedar puri muslim kom ab jo dari baj kal se kar rahe hai wo ko,Fake-Hate
1901,arey ye aap kya bol gaye anjana ji corona to tablighi jamat ne pehlaya poori duniya may ye baat saari bikav media jaanti hai aap be wajah china aur cheen ko badnaam na kare is baat ke liye,Fake-Hate
6305,kam se kam hindu kaat ke marte to nahi hai muslim ladko ki tarahbrbrproudly saying i am hindu,Fake-NonHate
2758,chitri hi thi jo jamaat pe zhuta ilzam lagai thi k bus me se thuk rahe hai corona warriors ki duhai aur diwani ban baithi thi ab uska jigar mar gaya ab nahi dikhrahi warriors ki pareshani kaleja hi nahi k yogi sa,Fake-Hate
1886,jab aage aana chaiye tha corona k oppose me tab to tablighi jamaat k log chup kar baithe the na tab samne aate to may be respect raheti unke bareme,Fake-Hate
7724,tamil log tamilnadu se bahar nhi aayenge kya,Fake-Hate
2098,tunay puray desh main apni deshbhakti say nhi nafrat aur faeinafwah baato say desh ka aman chain khrhab kar diya sharam aani chyie corona faila diya tablighi ki tarah tu bhi deshdrohi h,Fake-Hate
7626,umar ho gyi hay na beta baithne ki adat hay,NonFake-NonHate
7184,is being muslim in india is crimebrbjp ne sb ko barbad kr dia hai,Fake-NonHate
837,bo tabligi jamaat wale teri maan ke yaar they jinhone corona ko failaya,Fake-Hate
3472,jinhone diya tha mustafabad walo ne unka kya kaam kiya aapne jab waha dange hue to kejriwal ka kya role tha waha okhla ne vote diya to shaheen bagh protest pr kya bola tha kejriwal ne,Fake-NonHate
4698,fake farmers protest ke aaj ka langar menu kya hai justasking,Fake-Hate
6365,ye sab doglapan hai,NonFake-NonHate
2172,padh liya karo pehle yaar jab jamaat chal raha thha tab ajay bisht ne kaha thha ki hum ram navami karenge corona se ram bachenge baad mein cancel kiya thora dimaag lagao yaar,Fake-Hate
6876,kya haisaitan saitan saitan bacho bali baat,NonFake-NonHate
6811,ooyy didi television haram h islam m,NonFake-NonHate
399,china ki koi bhi cheez din se zyada tikti nahi hai ye corona virus kaise tik gaya coronamemes covidoutbreak,NonFake-Hate
2011,pehle kanika kapoor fr tabligi jamaat ko kasoorvaar bolne valo abb yeh sharbiyio ki sab se ghtyiaa jamaat ko kya khaogeinka koi hakk ni bnta ki govrnmnt inka corona se illaaj kre lahhnaat ha en pr,NonFake-NonHate
7677,odisha ka amara village ka logo bi mar kaye te,NonFake-Hate
1284,sahi baat bhai tabhi delhi me marij kam ho rahe hai agar ye jamaat wale khud samne aa jaye to jaldi hi delhi corona free ho jay gi,Fake-Hate
6013,islam sirf ek pagalpan hbrye halala mutaha saadi randibaaji ye sab kya h islam k,Fake-NonHate
5850,nano gps chip,NonFake-NonHate
4257,pakada gaya ki nhi vo,NonFake-NonHate
1837,abe gaandu ye sacchi he ki abhi india me jo corona ke case bad rahe he wo tabligi jamaat ke kutto ke karan hi bad har baar tum apni jaat dikha dete ho,Fake-Hate
1020,tablighi jamaat wale corona terrorist hain kashmir main terrorist ke saath kya karte hain wo hi inke saath hona chahiye,Fake-Hate
1327,sahi kahamaharstra aur delhi to jamatiyo ke hawale haiwaha corona free karna kisko hai jahil jihadi jamaat ke jamure,Fake-Hate
5930,iski shakal admi jesi lag rh h fake admi h yeh,Fake-NonHate
476,corona virus china se bana hai ye human made virus hai jisko china ne sirf apna dabdaba banane k liye kiya taki dusre deshi ki economy kharab ho jaye or china sabse upar rahe,NonFake-Hate
2811,kon sa right wrong din raat hindu muslim karti hai chudel jab tak jammat nahi tha corona china se aaya tha jaise hi jamaat aaya corona hindu muslim ho gya ye dalali or gatiya soch apbe paass rakho mujhe batane ki zarurat nahi or,NonFake-NonHate
6010,propaganda brarrey bhai aap ne khud kah diya ki non believers islaam ko kabool karke aaye brmatlab aap pakki secular hai hai baaki sab intolerant,NonFake-NonHate
1652,jummah namaaz ki jamaat main eik corona virus ka patient khaanstay hoye dua maangta hai ke ay allah pakistan ko iss azaab se nikaal day wah bhai wah jahalat zindabad,Fake-Hate
7419,good work delhi police,NonFake-NonHate
6837,teri gand me dam hai to exmuslim ke pass jake debate kar,Fake-NonHate
2529,jo samachar hame news channels me milna chahiye jaise medical kits migrant labours jobs planning for future etc but milta kya haiwahi pakistan haar gaya corona muslim corona tabligi jamaat aur kuch channels me mujra v hota hai,Fake-Hate
1207,safari tablighi jamaat ka thuk shamil hai corona failane mein akele china ki hissedari thodi na hai corona failane mein,Fake-Hate
5205,boycottpathaan trend bada bhadiya tha,Fake-Hate
7086,majority of hindu bjp ko vote bhi yhi propaganda k lia deta h,NonFake-NonHate
6157,abe chup ho ja satvi fel,Fake-NonHate
5050,dear andhbhakto se anurodh hai ke ab wo pathaan ko chhod jawan ko boycott kare,Fake-NonHate
868,reason bhi bata bhai k trump ki jamaat bulane k kaaran yaha corona faila,Fake-Hate
2975,khud ke harami mc jamaat wale bhadve corona boom le kar chupte ghumre majid me chupre sale terrorist kahi ke khud ka dekho bad me pata chele death rate me jayadaa tr muslman ho fir bolna jamaat wale jindabad hindu doctor,Fake-Hate
542,desh washio corona virus se mat maro bach kar raho marna hi h to china se lar kar maro jindgi desh ke kam me aayegi,Fake-NonHate
1133,aa gaya ola hu uber chillate hue tablighi corona saale paper dikha nahi to pakistan jaa,Fake-Hate
7806,modi aur yogi kuch tho bolsirf bhasan chodne se kuch nahi hone wala,NonFake-Hate
7932,ka karykarta hai jo pahla bjp ka kataar supporter tha,NonFake-NonHate
3391,ed cbi ke baad nia ki bhi entry ho gayi hai kyunki naxals ko funding karne ka bhi mamla saamne aa raha hai jab delhi danga aur shaheen bagh mein funding hone ka shaq hai ab kaun aata hai aur kaun jata hai ab janch se pata chal jayega lakin kumar vishwas kabhi hawa mein baat nahin,NonFake-Hate
5756,ek baar imaandaar patrakar me apna naam aur ravish kumar ke naam par bhi ek voting karwa lo sir aukaat pata chal jayegi nano gps chip mil jayega ke note ki tarah,Fake-NonHate
2963,auqaat auqaat ki baat hai padhe likhe aur advance log lab me experiment kar rahe hain science ko le kar aur jaahil gobar aur mutra me corona ka ilaaj khoj rahe hain duniya bhar ke padhe likhe desh china ko zimme,Fake-Hate
4156,se leke aaj tak ne b kuch aisa hi kiya h shayad hindus hindusunderattackinuk hindusunderattackinindia hindusunderattack hindulivesmatters waqfloot waqfact ramsetu,NonFake-NonHate
3260,pahele apni jaat walo ka hisab do tabligi jamaat walo kaunhone kitna corona virus ko failaya or kyo failaya kise majid madarso ne gareebo ki help ke liye hath ba,Fake-Hate
5199,bilkul waise hi boycott karna jaisa pathaan ka kiya tha,Fake-Hate
7893,chor our dalal godi media se our kya ummid ki ja sakti hai har election ke pehle aisa karna in logon ne apna dhanda bana liya hai take sahab our unki toli khush ho,Fake-NonHate
2584,agar desh bachana hai to en jamat walo ko pakdne ki soacho na ki debet karne ki duniya corona ko rokne ke liye kaanoon banaya par yahan sab pata hone k bawjood v jamaat walo pe koi action nahi agar ab enko seedha ni kiya to bahot der ho sakti hai enpe nsa laga k jail askzee,Fake-Hate
2814,ye log chup chap ilaz krwa lenge tablighi jamaat wale doctors ko hi lynch kr de rhe the susu potty thook thak ke corona spread kr rhe the tablighi ki hi den hai aaj pura desh doomed ho chuka hai bhot kuch yaad hai faltu ki jhadu poc,Fake-Hate
6209,ye pagal aurat ulti ganga baharahi hai,Fake-NonHate
6933,hazrat lakh tadad sahi hai mera riserch hai androoni,NonFake-NonHate
7714,mein pure bihar vasiyon se nivedan karta hun ki ek jung shuru kijiye aur aukat dikha dijiye tamilnadu ko up bihar jharkhand mein kam log nahin hai se karod janata hai,Fake-Hate
3587,khalistan zindabad ho raha hai ye dekho farmers protest b to ho raha hai sari dunya mai india ki hogai gau,NonFake-NonHate
6872,kis shetan se ye baat kr rhi h yebrbrmuslim khud ka hi dushman h brbrisis br to,Fake-NonHate
5240,kaise laan chatne ki race lagi hai chamchon aur chutyon mein,Fake-NonHate
7996,abhe chutiye bad rahi toh nakli note bhi koi chap raha hai deshwasi se anurodh hai ki s s s rupey me hi bank se withdraw kare nakli note nikal ke mat layei bacho ka gala na kate,Fake-Hate
2631,jaisa ke hum sabhi ko pata hai ke pura vishwa corona virus me khatre se joogh raha hai hamara desh bharat bhi iss mahamari se joogh rha hai pichle kuch dino se tablighi jamaat ke kuch logon mai corona sankraman ki pushti ke baad bharatiye media iss tarah se is khabar ko chala,Fake-Hate
6407,in behrupiyon ke chakkar main na aayen ye sirf baate hi mithi mitthi karte hainbrkab bomb ford denge ar gala kat denge apko pata nahi chalega kuch akhbaro main choge phir ghumnam ho jaoge,Fake-NonHate
7274,yeh sanghi saale pagal hogaye hai kuch bhi bolrain,Fake-NonHate
1081,corona failane wali gang tablighi jamaat se bhi zyada khatarnaak corona failane waali gang zeenews zeenewssealkaro,Fake-Hate
4284,yah kaun sa jihad hai sudheer chaudhari se janna chahta hun chatu patrakaar jawab jarur den jisne patari per cylinder fenka uska naam gangaram hai,Fake-NonHate
2086,jahil e jamaat ki wajah se corona teji se fail raha hai in bhadwo ko hamare desh se koi matlab nahi ye corona jihad faila rahe hain inlogo ko goli marne ka order diya jana chahiyepahle us maulana ko goli maro,Fake-Hate
2453,lagta hai jyada bhai bahn the tum log ghar me tel malish hue n hogi ab zee news kharab trump kaharb lekin tablighi jamat jo ki corona failane ke bad chhupe bhi kewal wahi nahi kharab kaha se late hai itn,Fake-Hate
4967,one more gobar bhakt amp boycott chintoo spotted teri tu gaand phat gayi pathaan ka collection dekh kar abey kuch tu sharam kar crore,NonFake-NonHate
2024,malaysia mein bhi inhi tablighi jamaat ne corona virus phelaya hai toh jo apne aap ko hindustani ki manta hai darr kyun raha yeh bolne se ya toh manta nahin apne ko hindustani chor ki daari mein tinka,Fake-Hate
6038,mast joke maara re br,NonFake-NonHate
6697,musalman khud khudke dushman hai hai sanatani,NonFake-NonHate
227,bhaicorona virus ka vaccine bhi china se hee aanay wala hai,NonFake-Hate
1014,pura jamaat ne aag laga di corona faila ke chalo koi nahi chakkar lagate hain,Fake-Hate
1930,jo log yakub menon ko terrorist nahi mante the wo log aaj rss ko terrorist bol rahe he kya dogla panti he ye salam aap sabko jamaat ne corona aur islamophobia felane me bahot sahi kam kiya he,Fake-Hate
5649,please nano gps chip modi full confidently,NonFake-NonHate
1405,maulana saad mauto ka zimmedar hai or desh ke arbo rupee ke nuksan katablighi bamb ne pure desh me corona failiya hai,Fake-Hate
2180,dard to janab upr wale ki trf se aaya hai or poori duniya pr aaya hai sirf jimmedar hm logo ko bna diya gya hai tablighi jamaat bolkr or inshallah corona harega hindustan jitegaom lockdown ke douran tablighi jamaat ko pura kiya gaya ye state government ki diye gaye chhoot ke wajah se corona mahamari teji se apne pao pasar rahi hai,Fake-NonHate
698,haan wo corona jamaat walon ke liye hai,Fake-Hate
1125,aur pure desh me corona failake kitne logo ko mar diya tablighi jamaat valo ne is par bhi ak report upload kar do,Fake-Hate
3896,aaj hame hamere bhagwan ke darshan mila jay shree ram jay bhim jay hind hindurashtra hindusunderattack dalithindu dalit sanatanadharma hindutva hindurashtra hinduism hindumunnani,NonFake-NonHate
1779,yahi dost modi ko corona ki vaccine dega jara jamaat walo k baare m bhi btaa do maam jiwo bechare aapke ek tweet k liye taras gaye h inke saath bhedbhaav kaisa,Fake-Hate
5111,haan aur karo boycott pathaan toh blockbuster ho gayiab jawaan ki baari hai,NonFake-NonHate
2635,markaz aur jamaat hindustan me corona phela rahe the aaj kal jo sharab ki dukaano me sharabiyon ki bhir h kya ye log vecsin phelane aai gain ab godi media kyun chup h wo kutta arnab kyun chup ab bhi to poonchta h bharat rubika romana barasiya sale sab chup gaye koi nahi bola,NonFake-NonHate
3490,se protests chala kon raha hai gali wali madam shaheen bagh protests farmers protests agniveer protests hijab protests ab bharat jodo protests bata do kon kar raha hai,Fake-NonHate
1038,kahin aisa to nahi corona virus inhi logon ne failaya ho or badnam tablighi jamaat walon ko kiya ye media rong number hai,Fake-Hate
2257,are godi anchor sirf tablig jamaat par ilzaam laga raha humlogon ko bahut accha se pata hai hai ki tumlogon ko bahut moti rakam mili hai muslims ko target karne kizara ye to bata india mein corona kiski naakami se a,Fake-Hate
5360,hindenburg yadi bhi apnesvb par dhyaan deta to achha rehta lekin usko to sorosjeevi ban ke adani jo saat samandar par ek co hei usko dubane ka theka mila tha,Fake-NonHate
7901,aise jholachap patrakar din pritidin badhte hi ja rahe hai,Fake-NonHate
314,bhai china ko nahi america aur saari duniya ko khaa gaya chinese corona virus,Fake-Hate
2650,boom almost dozen zee news employees are found corona positive mujhe pata nhi tha ki din bhar tablighi tablighi bolne se bhi corona hojayega unfortunately zee news employee ko treat krne me jo plasma lagega woh bhi tablighi jamaat ne donate kiya hai zeenewssealkaro,Fake-Hate
2282,maine tujhe gaddar nahi kiya pahli galati tumhari hai ki jo insan hum sabki is corona se zindagi bachaye huye hai tum usko wrong bol rhe ho tabliki jamaat itna ghinona kaam kr gayi lekin tum bol rhe ho ki hum badnam kr rhe hai,Fake-Hate
5737,tera dna usse din maloom chalatha jis din tune k note mein nano gps chip lagane ki baat kahethe tera dna mein narendra modiji ka khun hai najayez haq ki baat karo garib ki baat karodesh k berojgaro ki baat karo lekin n,Fake-NonHate
2548,jahan islam ka janam hua woh bhi poori tarah bandh ho gaya namaaz bandh mecca bandh madina bandh lekin yahan tableeghi jamaat aur mullah ke hisaab se musalmaanon ko corona nahi hoga agar waqt ki namaaz padhein jihadin aapa anything to say,Fake-Hate
2160,trumph ki yeh harkat aur hamarey desh ki media ko dekhney k baad aisa lagta hai k trumph tablighi jamaat se hai isi trumph k qafiley ne gujraat me corona phailaya hai,Fake-Hate
3138,abhi tak ke report ke hisaab se corona carrier tabligh jamaat hai toh bhai baaki ka jimmedar kaun hai iska bhi toh report kijiye sir aur madarsa wala report toh waha ka prasashan ne galat thahra di,NonFake-NonHate
6650,jai shri krishna didi g,NonFake-NonHate
3968,indians tum petroldieselprice ka rona rote rehna vo bharat ko muslim desh banane mein large hue hainhindusunderattack,Fake-Hate
1429,america mai corona se theek huye pt ko khoon ke sath dene pad rhe h shukr hai ham tablighi se paise nhi le rhe hai,Fake-Hate
5682,hehehehejej ye wahi mohtarma hain jinhone ki note me nano technology gps chip khoj nikala tha,NonFake-NonHate
2521,agar jamaat me corona hone se maulana saad sahab jimmedar zee news me corona to jimmedar kyu nahi rss ke daftar me corona to ji jimmedar kyu nahi desh me aaya corona to ji jimmedar kyu nahi ye tarfe faisle kyu,NonFake-NonHate
5147,beta ja ke check kar le june ko aur issi saal december me kon aa rha hai aur tum rupiye walon taiyari me lag jao june jyada door nhi hai boycott jawan trend karana shuru karo aur usko bhi pathaan ki tarah highest gr,NonFake-NonHate
5847,aww jab log buddhijivi aur patrakar ke note me nano gps chip ka suboot mang rahe the tab aapne whatsapp forward pe bharosa kar liya kisi se saboot ni manga,NonFake-NonHate
7261,is gadhe ashwini ko vakeel kisne bana diya,NonFake-NonHate
449,ye hindustan hai meri bhaaiyoo yahan ki ek state bihar k muzafar pur me china k president k k,NonFake-NonHate
7325,gussa araha hai andar se,NonFake-NonHate
1285,pata nahi tha tablighi jamaat ko vikas bhi kehte haipol toh khol di corona ne,Fake-Hate
3728,phir kon khalistan chillate hai agar ye sirf farmers ka protest hai sarkar bhi desh ki hai koi hinduon ki nahi kuchh yograj dulle k liye bhi bol do mere chhote bhai,NonFake-NonHate
362,chalak aur aatanki china ki kartuto se corona virus duniya me faila jisaka parinam sabake samane hai es mahamari se junjh rahi duniya yadi china se harzana mange to kuchh galat nahi hai china ki manmani par niyantran jaruri hai,NonFake-Hate
6445,red light ke randi,Fake-NonHate
6912,gadhe ki bachi tu yaha bakwas karti rah aur udhar lakh muslim ladkiyon ne hinduo se shadi kar li samjhe baat ye hai ki islam dhram jhuta dhram hai ye jhut pe tika h msalmano ka koi imaan nahi hota koi deen nahi hota isiiye muslim ladkiyain islam ko chor rahi h jald se jald aur aage bahut sari ladkiyain islam ko chorne ke liye taiyar h muslim ladkiyon ko islam pasand nahi hai bilkul bhi,Fake-NonHate
2461,agar bharat mein corona tezi se faila to zimmedaar naahi tabligi jamaat hoga or naa hi ramnavmi mein shirkat kiye gaye log sabse badi zimmedari or anya godi media hogi jinhone bahot bade issue ko india se chhupaaya or spread h,Fake-Hate
23,zindagi bhar china ka saman khareed khareed kar jo paise bachae the corona virus ne din mai hospital mai recover kar lia coronavirus,NonFake-NonHate
2067,kya tabligi jamaat hi musalman hai kya vo sabhi muslims ko represent karte hai jhuthh or makkari chhodo jaha jamati gaye sirf vahi corona failla baki croro muslims to shanti se baithhe hai gharo me,Fake-Hate
1654,iss charsi ko av tak jamaat ka hi bhoot sawar hai corona se lardney k ly av tak tuney kya kiya chaurasia tuney sirf longon me nafrat ka zahar banta h,Fake-Hate
703,ab kon si jamaat corona phail rahi hai nahi bataoge moflar main,Fake-Hate
5794,nano gps chip,NonFake-Hate
2744,pm salnaaz extendthelockdown modijicrushtablighivirus asimanshifitlookcover covid corona coronaviruslockdown,Fake-Hate
1377,tablighi tihadi kaha chhupa hai desh jaana chahta hai tihadi ka ghinona sach maulana sudhir tihadi desh ke liye iss samay corona se bhi bada sankat hai,Fake-Hate
6503,i am dalit brbut i am a kattar hindu brbri will marry to a santani girl only,NonFake-NonHate
2469,ab dekhte hai kitne bhakt believe karte hai yeh story pe aur modi ko zimmedaar manenge bec according to jamaat wali story by mediaanamstey trump karke modi ji ne hi bulwaya naaaso modi ji is responsible for gujarar outbreak of co,Fake-Hate
3755,bhai mein bhi kisan parivaar se hu and rahi baat hindu virodhi to vahan ground mein khalistan and hindu virodhi slogans and posters bhaut mil jayegein aur sath mein bolne wale ye protest farmers ka hai,NonFake-NonHate
2326,teri kaum ne kaunsi chandi gadayi hain desh ke liyejab bhi dekho matam ka mahaul bana ke rakha hain desh ke liye kya kiya hain tumne ye batao pehletablighi jamat se aame saamne baat ki unko gali galoch ki corona failane ke liye,Fake-Hate
461,corona virus tabligi jamat ne banaya he or sala ham abhi tak china ke paida hua man rahe te pata nahi baba ji ka thullu kon he,NonFake-Hate
4184,sambhal jaao ki kahin aisa na ho ki aage pachtaane ke alawa aapke paas kuch bache hi na hindusunderattack hindus hindulivesmatters uttarakhand ankitasingh ankita anjaliarya,NonFake-NonHate
4083,sab toh sewa hi karte hai for hindusunderattack,NonFake-NonHate
1487,des anty corona dose dhoond raha hi aur ye corona me jamaat sarm aty hi aesi low category ke logo ko patrkarita karte hue dekh kar,Fake-Hate
3679,yeh jo tum log farmers protest to khalistan ka rang de rhe aa sab ko sab kuj smjh aa rha aa,NonFake-NonHate
283,sochne wali bat modi ko q nahi hua corona virus kiya wo bhagwan hai kitna tour kiye hai modi america china saudi arab dubai or bhi jaga gaya tha apna jhola le ke unki bhi jo age hai wo corona hone wala hi hai budhe or bachcha ko jiyada hota hai corona to modi jadugar hai kya,NonFake-NonHate
4559,order lagao free tumne announcement kari thi baki state ne order laga diye unke pad aa rahi hai delhi ka paise ad main aur fake farmer protest uda diya tumne logo ne,Fake-Hate
4309,ko fact check kar lete fake tweet liye bhai progressive mind hain,NonFake-NonHate
4866,mc ye dekh le bsdk ekbaar tere hi account ke timeline haina yetujh jaise ke baad paida huwe ganjedi ssr ke aulaad cum aandbhakt bahot dekhe hai bc jaake boycott gang ki lakta huwa nimbu aur ek mirchi chusa kar atleast rs,Fake-NonHate
3538,woh toh kuch nahi karne wala supreme leader aur chanakaya ne kya kar liya jab farmers protest thay himachal pradesh mein bhi khalistan ke naare lage aur waha ki bjp govt ne kya ukhaad liya fingers kitno pe point karoge,Fake-NonHate
5628,nano gps chip,NonFake-NonHate
2582,jitni tablighi jamat ki news aa rahi hai kabhi kabhi hasi aa jati hai ke hamari media ka sttar kitne neeche gir gaya haichalo mana ke woh corona faila rahe thechalo yeh bhi mana ke woh log nurso ko harrass karre lekin woh log peshab karre hai room me yeh kuch zyada hogya,Fake-Hate
1369,aise logon ko debate mein mat aane de tablighi jamaat ki logon ko corona warrior bolane wale kutte ki maut marega,Fake-Hate
7214,is liye tu mujhe ya sarkar pe bharosa nahi,Fake-NonHate
6642,are bahen koi asi news ajtak suni hain hindu karke nay muslim larki ko md or ali ase naam lay kar sadi ki then uske sath rape kara then sanatan may covart kara then tukre kare or up agr opposite side dakhe ayy kitne amm baat hain har kuch dino baat ea hum dakte hain tv pr news may or cctv camera may news wala juth ho sakta hain but do din pahale jo delhi case may dakha o sab kya juth hain plz explain kare,Fake-NonHate
598,is jamaat se corona nahi failta kya,Fake-Hate
4352,sahi baat hai khud ko dekhle farmers protest ke time tune bhi fake news failai thi,Fake-NonHate
6499,bhagwa love trap ye matket me naya haiabhi tak ek bhi case nahi hua,NonFake-NonHate
4759,pathaan ka hype yrf ne nahi boycott gang ne jyada banaya tha common audience ko boycott gang ne bataya tha shah rukh khan ki film aa rahi hai promotion me toh chavanni bhi kharch nahi kiya yrf ne,NonFake-NonHate
7935,manish kashyap ek no ka jhoota hai brnews k naam pe jhoot phelatha hai aur pakad jane par govt ko blame krta hai,Fake-NonHate
7532,quintullundaad,Fake-Hate
5221,achcha khaasa so raha tha boycott gang ne ungli ki aur thoda gussa hua fir uth kar cinema hall main jaake pathaan bhi dekh aaya,Fake-NonHate
3469,shaheen bagh protest song hum dekhenge dekhenge,NonFake-NonHate
5118,boycottpathaan boycottbollywood bhikmango ye dekh lo,NonFake-NonHate
2991,ye jamaat na hoti to madam corona cases nihote hote but aisa ni hota ki agar jamati ni hote to case sirf hote agar aisa hai to explain kreinjamation ko kiye ki saza mil chuki hai ab kch naya issue lao debate k li,Fake-Hate
7117,hindo ke ghar me bache hote hoge to wo yahi schote hoge kisi muslim me mere bibi ko phela hoga isme bhi muslim ka hath hoga,Fake-NonHate
7839,ye haal bengal me bhi hota hain inka,NonFake-Hate
2545,zee jamaat ko band karo zee jamati corona phala rahe hai or doctors ko maar rahe hain zee ja,Fake-Hate
7411,azadi azadi wali ko be jail mai karo,NonFake-NonHate
5862,rupye ka note tha sidhu ki jeb mein aunty tumko nano chip ke gps ne pehle nahin bataya ki sidhu abhi pakistan ja raha hai itna chamchagiri waise sahi bhi hai anjana ne kafi fayda uthaya hai to aunty tum kyon piche raho tum ko bhi k,NonFake-NonHate
4067,wake up hindu samaj hindusunderattack,NonFake-Hate
3989,hindusunderattack ye bat baar bar kahi ja rahi hain lekin fir bhi kuch secular log ise jhuth mante hain aur kuch kisi kalpanik itihas ke naam par jatiyon me bate hain kafir ho tum jinpar attack ho raha hain aur abhi bhi tumhe aaps me ladna hain to fir,NonFake-Hate
7720,bohot badhiya new dikhaya sir,NonFake-NonHate
686,corona failane wale tablighi jamat ke hi hainjihadi saale,Fake-Hate
5109,par tum khusi manao ki phataand ne paxtan ki,NonFake-NonHate
3244,maine hindu muslim nahi kiya aur saad to ko boshdike isliye pakad ne bol rahe haisab gandu kyo ki usk,Fake-NonHate
6195,allah shaitan k aage bebas hai,NonFake-NonHate
4084,shivaraj patil shree krishna ji arjun ko jihad ki baat hi kehte he i as a bhartiya condemn this statement patilmafimaang hinduphobic hindusunderattack,NonFake-NonHate
2838,are delhi me to center paisa nahi de raha corona se ladne ke liye kejri ko kaam nahi karne diya ja raha tv me daily aake or add dene ke paise he molviyo ko salary or t,NonFake-Hate
3698,wo bhaiya bakchodi mat karo mai ek khud farmer ke ghar ka hu or ye farmers bill state chahe to lagu nahi kar skti or sarkar ne to ye bhi maan liya ki ham sansodhan karenge fir bhi bak chodi chal rhi hai or,Fake-Hate
4942,pathaan bolke jawan ko boycott kr deta huphir boycott jawan chalu hogapr ki jaroorat nai padegi pathaan se jyada bada collection hogahuehuehue,Fake-NonHate
7013,abtak aag kese nahi lagi,NonFake-NonHate
4041,secular ladkiyan dekh le yahi anjaam hota hai mera abdul alag hai ka jaago hinduo jaago hindusunderattack lovejihaad,Fake-Hate
2231,mujhe garv hai apne tablighi hone pr or aapko comment jrur krna australia mai tablighizamaat ne apna blood free donote kiya,Fake-Hate
5841,gps nano chip,NonFake-NonHate
2321,rahul gandhi economy majdoor ki baat karte lekin tablighi jamat pr unki juban nahi khulti kyon unke hisab se logo ko corona se khatta hai yh baat karte isse pata chala haiki unka mansik vikas nahi hua hai,Fake-Hate
4879,jitne log ye keh rhe hai fake hai wo sab ek dum sahi keh rhe hai ye sab fake collection hai aapne boycott pathaan trend karwa ke usse flop karwa aur ab boycott jawan bhi karna hai qki mannat bikwana hai na to kitne log hai sath me me,Fake-NonHate
522,mere sir kehete the aane wale samay me koe desh baam goli ya banduk use nahi kare ga bas koe esa virus dal liya jaye ga use des me aur vaah des apne aap mar jaye ga corona virus mujhe lagta hai corona se china ne world war ched,NonFake-Hate
523,hahaha haha bhosdi corona virus saleeyyy apne dosto ko bol le mere se milne ko jiskiii batein krra h tu hatt china m betha hai kuch bhi,Fake-NonHate
6248,bhagva love trap bratleast halala nahi hogabrtukde kar ke fridge me nahi rahogebrakeli biwi rahogebrjindagi rani ki tarah rahegibrpariwar me ijjat rahegibrchacha sasur cousin bhatije gandi nazar se nahi dekhengebrsath rahte huye bhi islam ko follow kar sakte hobrbrbrbhagwa love trap,NonFake-NonHate
6439,victim card pro maxx,NonFake-NonHate
6436,muslim k lia ladkian sirf kheti hai,Fake-NonHate
6743,islam me ladkiyon ko kam akal wali mtlb mand buddhi wale hai tum logo ko mt sikhao islam saal phle aaya aur do you about santani and hinduism,Fake-NonHate
781,kaun si jamaat jyada dogli hai tableegh ya unhe maasoom batane waali dogli jamaat corona,Fake-Hate
6259,conver honge magar tum ham nahi jis din hindu jag gaya usdin akhand bharat ban jayega islam mere land ke dahine chala jayega darling,Fake-NonHate
